id,user_name,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet
1.64669E+18,Elon Musk,nothing,2009-06-02 20:12:29+00:00,136268679,240,21798,FALSE,2023-04-14 01:56:23+00:00,"@BillyM2k @herbertong We will that to the feature list, but right now you can easily post â€œhere is 30 secs of my awâ€?https://t.co/SsTkLlaZnn",,Twitter for iPhone,243,3439,FALSE
1.64669E+18,Elon Musk,nothing,2009-06-02 20:12:29+00:00,136268679,240,21798,FALSE,2023-04-14 01:53:49+00:00,@slashdot Scale does matter,,Twitter for iPhone,316,4070,FALSE
1.64669E+18,Elon Musk,nothing,2009-06-02 20:12:29+00:00,136268679,240,21798,FALSE,2023-04-14 01:51:16+00:00,@BillyM2k @0xgaut True,,Twitter for iPhone,246,3435,FALSE
1.64669E+18,Elon Musk,nothing,2009-06-02 20:12:29+00:00,136268679,240,21798,FALSE,2023-04-14 01:48:48+00:00,@herbertong You can post partial videos for free and reserve full video for subscribers,,Twitter for iPhone,886,12861,FALSE
1.64669E+18,Elon Musk,nothing,2009-06-02 20:12:29+00:00,136268679,240,21798,FALSE,2023-04-14 01:48:04+00:00,@RyanTanaka3 @herbertong Exactly,,Twitter for iPhone,58,824,FALSE
1.64669E+18,Elon Musk,nothing,2009-06-02 20:12:29+00:00,136268679,240,21798,FALSE,2023-04-14 01:43:18+00:00,@BillyM2k @unusual_whales It should work via web interface,,Twitter for iPhone,174,2508,FALSE
1.64669E+18,Elon Musk,nothing,2009-06-02 20:12:29+00:00,136268679,240,21798,FALSE,2023-04-14 01:42:32+00:00,@FonsDK @WholeMarsBlog @jasondebolt @SawyerMerritt @teslaownersSV @forwardcap @farzyness @garyblack00 Reaching voluâ€?https://t.co/lKAlYnkMV6,,Twitter for iPhone,917,10672,FALSE
1.64669E+18,Elon Musk,nothing,2009-06-02 20:12:29+00:00,136268679,240,21798,FALSE,2023-04-14 01:33:30+00:00,@EvaFoxU Agreed. One step at a time.,,Twitter for iPhone,490,7355,FALSE
1.64669E+18,Elon Musk,nothing,2009-06-02 20:12:29+00:00,136268616,240,21798,FALSE,2023-04-14 01:26:01+00:00,@ylecun @RichardSocher Yeah,,Twitter for iPhone,65,847,FALSE
1.64668E+18,Elon Musk,nothing,2009-06-02 20:12:29+00:00,136268616,240,21798,FALSE,2023-04-14 01:19:47+00:00,@BillyM2k That would be great!,,Twitter for iPhone,449,8671,FALSE
1.64666E+18,Elon Musk,nothing,2009-06-02 20:12:29+00:00,136268616,240,21798,FALSE,2023-04-13 23:56:23+00:00,@cb_doge Great point. We will add that!,,Twitter for iPhone,980,27332,FALSE
1.64666E+18,Elon Musk,nothing,2009-06-02 20:12:29+00:00,136268616,240,21798,FALSE,2023-04-13 23:54:13+00:00,"@BillyM2k @dogeofficialceo Currently, all subscribers have to be approved by Apple for iOS. Weâ€™re waiting for the next batch to approved.",,Twitter for iPhone,252,3413,FALSE
1.64666E+18,Elon Musk,nothing,2009-06-02 20:12:29+00:00,136268616,240,21798,FALSE,2023-04-13 23:47:24+00:00,@ChrisJBakke Dogs rock,,Twitter for iPhone,4753,60838,FALSE
1.64666E+18,Elon Musk,nothing,2009-06-02 20:12:29+00:00,136268616,240,21798,FALSE,2023-04-13 23:41:58+00:00,@TimSweeneyEpic Exactly,,Twitter for iPhone,79,1076,FALSE
1.64661E+18,Elon Musk,nothing,2009-06-02 20:12:29+00:00,136268616,240,21798,FALSE,2023-04-13 20:42:25+00:00,@Anc_Aesthetics @ICannot_Enough @SF___Tahoe Working on it,,Twitter for iPhone,98,1348,FALSE
1.6466E+18,Elon Musk,nothing,2009-06-02 20:12:29+00:00,136268616,240,21798,FALSE,2023-04-13 19:59:48+00:00,@dvorahfr We should dress in far more interesting ways than we currently do!,,Twitter for iPhone,2208,32064,FALSE
1.64657E+18,Elon Musk,nothing,2009-06-02 20:12:29+00:00,136268616,240,21798,FALSE,2023-04-13 17:31:08+00:00,@SpectralMana @Liv_Boeree Weâ€™re removing that requirement,,Twitter for iPhone,91,1148,FALSE
